confirmationNo,Latitude,Longitude,formattedAddress,Original FSA,New FSA
1214244,49.8486473,-99.9302455,"611 Rosser Ave E, Brandon, MB R7A 6K1, Canada",R3W,R7A
1214477,49.8974192,-97.2835394,"92 Quail Ridge Rd, Winnipeg, MB R2Y 2E9, Canada",R2G,R2Y
1215144,49.8875373,-97.1424216,"333 Broadway, Winnipeg, MB R3C 4W3, Canada",R3M,R3C
1215813,49.9506685,-97.1499413,"Southbound McPhillips at Kingsbury, Winnipeg, MB R2V 3P4, Canada",R3B,R2V
1215960,49.5580017,-99.2891025,"Friends Of Spruce Woods Inc, 13-8-14W SW, Glenboro, MB R0K 0X0, Canada",R0J,R0K
1216066,49.884769,-97.1405648,"375 Assiniboine Avenue, 375 Assiniboine Ave, Winnipeg, MB R3C 0Y3, Canada",R3B,R3C
1216303,49.9048127,-97.1618157,"780 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R2M,R3E
1216305,49.9048127,-97.1618157,"780 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R2M,R3E
1217758,54.8693209,-100.0191958,"247 Copper Rd, Snow Lake, MB R0B 1M0, Canada",R3C,R0B
1217761,49.8882365,-97.1215683,"185 Rue Despins, Winnipeg, MB R2H 2B2, Canada",R2K,R2H
1219391,49.8785925,-97.2726993,"2727 Portage Ave, Winnipeg, MB R3J 0R2, Canada",R3V,R3J
1219427,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1219431,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1219442,49.8798126,-97.2720417,"234 Ronald St, Winnipeg, MB R3J 3J4, Canada",R3V,R3J
1219444,49.8795359,-97.2731273,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1219449,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1219903,49.8642225,-97.1051855,"89 Stranmillis Ave, Winnipeg, MB R2M 0J9, Canada",R3M,R2M
1220384,49.9044652,-97.160699,"750 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R2M,R3E
1220549,49.8888422,-97.1486381,"200 Vaughan St, Winnipeg, MB R3C 1V1, Canada",R0E,R3C
1221040,49.8819326,-97.0720999,"875 Rte 115, Winnipeg, MB R2J 3K4, Canada",R2K,R2J
1221405,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1221414,49.8495532,-97.0988449,"355 St Anne's Rd, Winnipeg, MB R2M 3B6, Canada",R3B,R2M
1221923,49.9038327,-97.1610497,"753 McDermot Ave, Winnipeg, MB R3E 0T6, Canada",R2M,R3E
1221952,49.8678409,-97.1366073,"Southbound Osborne at Brandon, Winnipeg, MB R3L 2A4, Canada",R3H,R3L
1222572,49.8754702,-97.1804705,"100 Oak St, Winnipeg, MB R3M 3R3, Canada",R3M,R3N
1222604,49.8707511,-97.0741811,"1018 Elizabeth Rd, Winnipeg, MB R2J 1B3, Canada",R2R,R2J
1223105,49.8889267,-97.0569583,"54 Terracon Pl, Winnipeg, MB R2J 4G7, Canada",R2G,R2J
1223240,49.8740178,-97.1519586,"245 Wellington Crescent, Winnipeg, MB R3M 0A1, Canada",R3R,R3M
1223259,49.8888932,-97.1434873,"10-155 Carlton St, Winnipeg, MB R3C 3H8, Canada",R3M,R3C
1223276,49.8766369,-97.2567469,"222 Olive St, Winnipeg, MB R3J 2X4, Canada",R3E,R3J
1223729,49.8954221,-97.1385145,"9 Service Road 1Sw, Winnipeg, MB R3T 2N2, Canada",R3T,R3B
1224075,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1224077,49.8785925,-97.2726993,"2727 Portage Ave, Winnipeg, MB R3J 0R2, Canada",R3V,R3J
1224194,49.8780523,-97.1523334,"595 River Ave, Winnipeg, MB R3L 0E6, Canada",R3E,R3L
1224794,49.8090968,-97.1347872,"61 Chancellors Cir, Winnipeg, MB R3T 2N2, Canada",R3E,R3T
1225768,49.8112535,-97.133417,"420, Machray Hall, 186 Dysart Rd, Winnipeg, MB R3T 2M8, Canada",R3Y,R3T
1225843,50.1557041,-96.8762278,"605 Mercy St, Clandeboye, MB R0C 0P0, Canada",R0C,R1A
1226063,49.9398042,-97.1795114,"1501 Church Ave, Winnipeg, MB R2X 1G7, Canada",R3X,R2X
1226239,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1226287,49.9087825,-97.1523665,"1018 Sherbrook St, Winnipeg, MB R3A 1N8, Canada",R3A,R3E
1226628,49.8849016,-97.1251341,"Parking lot, 409 Tache Ave, Winnipeg, MB R2H 2A6, Canada",R3B,R2H
1226656,50.1408431,-96.8782626,"307 MB-9A, Selkirk, MB R1A 0R5, Canada",R3C,R1A
1227106,49.8827969,-97.1165365,"261 Goulet St, Winnipeg, MB R2H 0S3, Canada",R3A,R2H
1227202,49.8574266,-97.2098224,"25 Grant Ave, Winnipeg, MB R3P 0V3, Canada",R3M,R3N
1227206,49.9020972,-97.1452353,"425 Elgin Ave, Winnipeg, MB R3A 1P2, Canada",R3M,R3A
1227246,49.8983259,-97.1419071,"110 Princess St #101, Winnipeg, MB R3B 1K7, Canada",R4A,R3B
1227742,49.8843491,-97.0011452,"124 Borden Ave, Winnipeg, MB R2C 3L7, Canada",R3H,R2C
1227743,49.8979707,-97.2228983,"1950 Sargent Ave, Winnipeg, MB R3H 0Z7, Canada",R3H,R3J
1229337,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1229347,49.8889818,-97.1473254,"704-444 St Mary Ave, Winnipeg, MB R3C 3T1, Canada",R3G,R3C
1230151,49.8252133,-99.9642089,"1570 Richmond Ave, Brandon, MB R7A 5C5, Canada",R7A,R7B
1230498,53.7001751,-100.3516253,"207 Tobacco Rd GD, Moose Lake, MB R0B 0Y0, Canada",R3M,R0B
1230542,49.8694352,-97.2289025,"15 Locomotive Dr, Winnipeg, MB R3P 2N5, Canada",R3P,R3N
1231784,49.8785925,-97.2726993,"2727 Portage Ave, Winnipeg, MB R3J 0R2, Canada",R3V,R3J
1231807,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1231814,49.880265,-97.271524,"Eastbound Lodge at Ronald, Winnipeg, MB R3J 3J4, Canada",R3R,R3J
1231820,49.9044652,-97.160699,"750 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R3T,R3E
1232185,49.8870532,-97.1015885,"454 Archibald St, Winnipeg, MB R2J 0X5, Canada",R2J,R2H
1232430,56.3493858,-94.7056244,"190 Radisson Dr, Gillam, MB R0B 0L0, Canada",R2J,R0B
1233152,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1233153,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1233165,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1233425,49.8954221,-97.1385145,"1013 Clarence, Winnipeg, MB R4T 1S3, Canada",R3T,R3B
1234234,49.8954221,-97.1385145,"105 Birch Ave, Winnipeg, MB R0L 2G0, Canada",R0L,R3B
1234495,49.9228555,-97.1201161,"88 Bannerman Ave, Winnipeg, MB R2W 0T2, Canada",R1A,R2W
1234656,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1235177,50.1541756,-96.8930177,"394 Purvis Blvd, Gimli, MB R1A 4M1, Canada",R0E,R1A
1235180,49.8847196,-97.1412015,"15 Carlton St, Winnipeg, MB R3C 1N7, Canada",R3R,R3C
1235187,49.8847196,-97.1412015,"15 Carlton St, Winnipeg, MB R3C 1N7, Canada",R3R,R3C
1235278,49.8773706,-97.2277187,"6 Deer Lodge Pl, Winnipeg, MB R3J 2B7, Canada",R3C,R3J
1235557,49.8830721,-97.2945336,"625 Parkdale St, Winnipeg, MB R2Y 0X3, Canada",R3J,R2Y
1235560,56.040168,-96.539777,"2FR6+33 Kelsey, MB, Canada",R1R,R0B
1236784,49.9286244,-97.1153793,"62 Smithfield Ave, Winnipeg, MB R2V 0B8, Canada",R2V,R2W
1236937,49.8888422,-97.1486381,"200 Vaughan St, Winnipeg, MB R3C 1V1, Canada",R0E,R3C
1237064,49.9183004,-97.2119707,"2055 Notre Dame Ave, Winnipeg, MB R3H 0J8, Canada",R3H,R2R
1237066,49.9183004,-97.2119707,"2055 Notre Dame Ave, Winnipeg, MB R3H 0J8, Canada",R3H,R2R
1237201,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1237213,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1237220,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1237227,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1237267,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1237386,49.8578739,-97.2851702,"5014 Rte 105, Winnipeg, MB R3R 0G7, Canada",R3H,R3R
1237661,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1237770,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1237804,49.9459475,-97.0470584,"Gateway Park, 1717 Gateway Rd, Winnipeg, MB R2G 4H1, Canada",R3B,R2G
1238093,49.8957956,-97.1090303,"449 Provencher Blvd, Winnipeg, MB R2J 0B5, Canada",R2J,R2H
1238293,49.9044652,-97.160699,"750 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R2M,R3E
1238441,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1238451,49.8510898,-97.2130736,"103 Morpeth Blvd, Winnipeg, MB R3P 0W3, Canada",R3E,R3P
1238452,49.8952633,-97.3114075,"170 Lumsden Ave, Winnipeg, MB R2Y 2C2, Canada",R2X,R2Y
1238709,49.8187793,-97.1209614,"200 Minnetonka St, Winnipeg, MB R2M 3Y6, Canada",R3M,R2M
1238859,49.8847646,-97.2804081,"731 Setter St, Winnipeg, MB R2Y 2J3, Canada",R3R,R2Y
1239261,49.8837662,-97.2748378,"333 Booth Dr, Winnipeg, MB R3J 3M8, Canada",R3H,R3J
1240050,49.83167,-99.962388,"1148 MB-10, Brandon, MB R7A 5C2, Canada",R7A,R7B
1240074,49.9183004,-97.2119707,"2055 Notre Dame Ave, Winnipeg, MB R3H 0J8, Canada",R3H,R2R
1240534,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1240567,49.8795581,-97.1403825,"333 Stradbrook Ave, Winnipeg, MB R3L 0J5, Canada",R3P,R3L
1240645,49.9516061,-97.1470658,"2311 McPhillips St, Winnipeg, MB R2V 3C9, Canada",R3V,R2V
1240769,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1240808,50.2223909,-95.5687635,"6CCJ+XF Slave Falls, MB, Canada",R1A,R0E
1240825,49.8743,-97.3203069,"331 St Charles St, Winnipeg, MB R3K 1T6, Canada",R3G,R3K
1240866,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1240868,49.8798126,-97.2720417,"234 Ronald St, Winnipeg, MB R3J 3J4, Canada",R3V,R3J
1240869,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1240870,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1241079,49.8954221,-97.1385145,"#841, Moncton, MB R2J 1M4, Canada",R2J,R3B
1241139,49.904689,-97.116911,"153 Angus St, Winnipeg, MB R2W 5M4, Canada",R3G,R2W
1241724,49.8849016,-97.1251341,"Parking lot, 409 Tache Ave, Winnipeg, MB R2H 2A6, Canada",R2W,R2H
1241774,49.8179832,-97.1151398,"1680 St Mary's Rd, Winnipeg, MB R2N 1C9, Canada",R3H,R2N
1242542,49.9044652,-97.160699,"750 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R2M,R3E
1242804,49.8847646,-97.2804081,"731 Setter St, Winnipeg, MB R2Y 2J3, Canada",R3R,R2Y
1243461,49.865473,-97.1814989,"1370 Grosvenor Ave, Winnipeg, MB R3M 0P2, Canada",R3M,R3N
1243879,49.8743588,-97.1776973,"132 Montrose St, Winnipeg, MB R3M 3M6, Canada",R3M,R3N
1244417,49.904877,-97.1589214,"710 William Ave, Winnipeg, MB R3E 3J7, Canada",R3A,R3E
1244641,49.8448452,-97.1335594,"596 South Dr, Winnipeg, MB R3T 0B1, Canada",R4A,R3T
1244980,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1245403,49.108467,-97.5501433,"185 6 St NE, Altona, MB R0G 0B1, Canada",R6W,R0G
1245628,49.865473,-97.1814989,"1370 Grosvenor Ave, Winnipeg, MB R3M 0P2, Canada",R3M,R3N
1245798,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1245803,49.8795359,-97.2731272,"233 Booth Dr, Winnipeg, MB R3J 3M4, Canada",R3V,R3J
1245806,49.8798126,-97.2720417,"234 Ronald St, Winnipeg, MB R3J 3J4, Canada",R3V,R3J
1245845,49.9864782,-98.2715316,"880 Philips St, Southport, MB R0H 1N1, Canada",R3M,R1N
1245894,49.9174671,-97.1137936,"352 Henderson Hwy, Winnipeg, MB R2L 1M8, Canada",R2L,R2K
1246478,49.8247016,-97.1801733,"1455 Waverley St Unit 1A, Winnipeg, MB R3T 0P7, Canada",R3T,R3Y
1246830,56.3493858,-94.7056244,"190 Radisson Dr, Gillam, MB R0B 0L0, Canada",R1A,R0B
1246832,49.8719367,-97.6413486,"332 Rd, Elie, MB R0H 0H0, Canada",R0H,R4K
1247231,49.9044652,-97.160699,"750 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R3T,R3E
1247278,56.4704971,-100.0076549,"1 Akisk000000 Suite 5, Leaf Rapids, MB R0B 1W0, Canada",R3B,R0B
1247567,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1247572,49.8247016,-97.1801733,"1455 Waverley St Unit 1A, Winnipeg, MB R3T 0P7, Canada",R3T,R3Y
1247661,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1247759,49.8790355,-97.1602666,"99 Cornish Ave, Winnipeg, MB R3C 1A2, Canada",R3C,R3G
1248051,49.9223609,-97.1949827,"Northbound Keewatin at Gallagher, Winnipeg, MB R3E 1S9, Canada",R2R,R3E
1248288,49.8958119,-97.135489,"One Lombard Ave, Winnipeg, MB R3B 2L6, Canada",R2J,R3B
1248346,49.8334101,-97.1153015,"11 St Michael Rd, Winnipeg, MB R2M 2K5, Canada",R3R,R2M
1248349,49.8498643,-97.096422,"61 Clayton Dr, Winnipeg, MB R2M 1G1, Canada",R3G,R2M
1248462,49.8274516,-97.1636258,"1330 Chevrier Blvd, Winnipeg, MB R3T 1Y5, Canada",R3L,R3T
1248636,49.8825102,-97.2148562,"297 Parkview St, Winnipeg, MB R3J 1S4, Canada",R2J,R3J
1248737,49.8626234,-97.2064841,"377 Kenaston Blvd, Winnipeg, MB R3N 1V7, Canada",R3W,R3N
1248775,49.78425,-97.1524298,"141 Baylor Ave, Winnipeg, MB R3T 3P3, Canada",R3G,R3T
1249510,49.8801107,-97.1744052,"88 Lipton St, Winnipeg, MB R3G 2G7, Canada",R2J,R3G
1249690,49.8465168,-99.9642918,"205 20th St, Brandon, MB R7B 1L6, Canada",R7B,R7A
1249919,49.8853736,-97.2602886,"479 Ainslie St, Winnipeg, MB R3J 3A1, Canada",R3G,R3J
1250140,49.8664367,-97.2092835,"1975 Corydon Ave, Winnipeg, MB R3P 0R1, Canada",R3T,R3P
1250224,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1250225,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1250226,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1250227,49.8798126,-97.2720417,"234 Ronald St, Winnipeg, MB R3J 3J4, Canada",R3V,R3J
1250285,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R3H,R2P
1250445,49.849851,-97.097923,"35 Bonita Ave, Winnipeg, MB R2M 1J2, Canada",R2V,R2M
1250516,49.9083489,-97.198276,"1435 St James St, Winnipeg, MB R3H 0W9, Canada",R3H,R3E
1250631,49.8781936,-97.3031658,"66 Allard Ave, Winnipeg, MB R3K 0T3, Canada",R3B,R3K
1250929,49.8160847,-97.1507719,"2060 Pembina Hwy, Winnipeg, MB R3T 2G9, Canada",R3M,R3T
1251039,49.8320235,-99.9595802,"1175 18th St, Brandon, MB R7A 7C5, Canada",R7A,R7B
1251051,49.8676071,-97.2068639,"244 Ubique Crescent, Winnipeg, MB R3N 1W2, Canada",R1R,R3N
1251053,49.8693796,-97.2065715,"72 Tuxedo Ave, Winnipeg, MB R3N 1X8, Canada",R1R,R3N
1251055,49.864218,-97.2110366,"384 Maurepas Crescent, Winnipeg, MB R3N 0L4, Canada",R1R,R3N
1251057,49.8862595,-97.2405661,"444 Conway St, Winnipeg, MB R3J 2M8, Canada",R1R,R3J
1251058,49.8856361,-97.2394059,"423 Conway St, Winnipeg, MB R3J 2M7, Canada",R1R,R3J
1251465,49.8922809,-97.30404,"Westbound Hamilton at Cavalier West, Winnipeg, MB R2Y 1H9, Canada",R3R,R2Y
1251471,49.8954221,-97.1385145,"838 Hamilton A306, Winnipeg, MB R3R 0E5, Canada",R3R,R3B
1251475,49.8922809,-97.30404,"Westbound Hamilton at Cavalier West, Winnipeg, MB R2Y 1H9, Canada",R3R,R2Y
1251483,49.8853736,-97.2602886,"479 Ainslie St, Winnipeg, MB R3J 3A1, Canada",R3G,R3J
1251503,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1251506,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1251586,49.8922809,-97.30404,"Westbound Hamilton at Cavalier West, Winnipeg, MB R2Y 1H9, Canada",R3R,R2Y
1251812,49.8954221,-97.1385145,"838 Hamilton D228, Winnipeg, MB R3G 3J4, Canada",R3G,R3B
1251865,49.9167316,-97.203554,"1939 Notre Dame Ave, Winnipeg, MB R3H 0J7, Canada",R3H,R2R
1252838,49.8851753,-97.1597273,"216 Sherbrook St, Winnipeg, MB R3C 2B6, Canada",R3C,R3G
1252953,49.9223609,-97.1949827,"Northbound Keewatin at Gallagher, Winnipeg, MB R3E 1S9, Canada",R2R,R3E
1253004,50.2625413,-96.9841797,"7278+28 Petersfield, MB, Canada",R7A,R0C
1253279,53.8254947,-101.2427088,"346 Grace Lake Rd, The Pas, MB R0B 2J0, Canada",R0B,R9A
1254072,50.1541756,-96.8930177,"394 Purvis Blvd, Gimli, MB R1A 4M1, Canada",R0E,R1A
1254361,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R3H,R2P
1254375,51.1496809,-100.0499383,"101 Main St N, Dauphin, MB R7N 1C1, Canada",R3G,R7N
1254635,49.8954221,-97.1385145,"Td Canada Trust, 424 Main St, Winnipeg, MB R7N 1L1, Canada",R7N,R3B
1254700,49.8954221,-97.1385145,"838 Hamilton A314, Winnipeg, MB R3R 0E5, Canada",R3R,R3B
1254829,49.8851753,-97.1597273,"216 Sherbrook St, Winnipeg, MB R3C 2B6, Canada",R3C,R3G
1255634,49.9656043,-97.3539292,"4081 Rosser Rd, Rosser, MB R0H 1E0, Canada",R3K,R0H
1255683,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1255792,50.2284857,-99.4664294,"247 Hamilton St, Neepawa, MB R0J 1H0, Canada",R3R,R0J
1255975,49.8826893,-97.121552,"161 Goulet St, Winnipeg, MB R2H 0R6, Canada",R2W,R2H
1256003,49.9070705,-97.1614344,"195 Tecumseh St, Winnipeg, MB R3E 0Z5, Canada",R3B,R3E
1256488,49.6492464,-97.1187798,"1290 Research Sta Rd, Glenlea, MB R0G 0S0, Canada",R0G,R5A
1256608,49.8954221,-97.1385145,"330 Mountain Road North, Winnipeg, MB R7N 2V6, Canada",R7N,R3B
1256783,49.8957294,-97.2210017,"958 Ferry Rd, Winnipeg, MB R3H 0Y8, Canada",R3H,R3J
1256896,49.8954221,-97.1385145,"43 55 - 1380 Raleigh #7, Winnipeg, MB R2J 2V9, Canada",R2J,R3B
1257324,49.8569736,-97.1584069,"630 Guelph St, Winnipeg, MB R3M 3B2, Canada",R3G,R3M
1257595,49.808049,-97.1301582,"University of Manitoba, 144-181 Freedman Crescent, Winnipeg, MB R3T 5V4, Canada",R2W,R3T
1257939,49.6492464,-97.1187798,"1290 Research Sta Rd, Glenlea, MB R0G 0S0, Canada",R0G,R5A
1258189,49.9066962,-97.1808712,"1555 Wall St, Winnipeg, MB R3E 0P2, Canada",R2E,R3E
1258206,49.8790557,-97.2723686,"Rainbow Of Flowers, 200 Ronald St, Winnipeg, MB R3J 3J3, Canada",R3V,R3J
1258302,49.8152947,-97.1505156,"2080 Pembina Hwy, Winnipeg, MB R3T 2G9, Canada",R3N,R3T
1258582,49.882263,-97.277446,"300 Booth Dr, Winnipeg, MB R3J 3M7, Canada",R3C,R3J
1258594,49.8954221,-97.1385145,"Various Address, Winnipeg, MB R0K 2A0, Canada",R0K,R3B
1258820,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1258823,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1258837,49.8776422,-97.1438748,"150 Osborne St, Winnipeg, MB R3L 1Y6, Canada",R3B,R3L
1258907,49.8582521,-97.2383907,"2325 Rte 105, Winnipeg, MB R3P, Canada",R3L,R3P
1258922,49.8983644,-97.2035269,"1725 Sargent Ave, Winnipeg, MB R3H 0C5, Canada",R3C,R3H
1259524,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1259619,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1259892,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1259919,49.8582521,-97.2383907,"2325 Rte 105, Winnipeg, MB R3P, Canada",R3M,R3P
1260091,49.8918785,-97.310133,"124 Kay Crescent, Winnipeg, MB R2Y 1L2, Canada",R2C,R2Y
1260169,56.3493858,-94.7056244,"190 Radisson Dr, Gillam, MB R0B 0L0, Canada",R3R,R0B
1260256,49.8199377,-97.1357861,"317 River Rd, Winnipeg, MB R2M 4A1, Canada",R0C,R2M
1260812,49.8954221,-97.1385145,"3305 Victoria Ave E, Winnipeg, MB R7A 7J8, Canada",R7A,R3B
1260990,49.5025602,-98.0016294,"182 Main St S, Carman, MB R0G 0J0, Canada",R2W,R0G
1261325,49.8954221,-97.1385145,"Walmart Store, 300 Mystery Lake Road #3102, Winnipeg, MB R8N 0M2, Canada",R8N,R3B
1261412,49.9731127,-98.2924804,"9 Saskatchewan Ave W, Portage la Prairie, MB R1N 0P4, Canada",R0K,R1N
1261656,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1261712,49.8847646,-97.2804081,"731 Setter St, Winnipeg, MB R2Y 2J3, Canada",R3R,R2Y
1261726,49.8746729,-97.2578298,"2510 Portage Ave #618, Winnipeg, MB R3J 0N9, Canada",R3R,R3J
1261968,49.8847646,-97.2804081,"731 Setter St, Winnipeg, MB R2Y 2J3, Canada",R3R,R2Y
1262119,49.8789003,-97.2022305,"520 St James St, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1262631,49.8532804,-97.0875464,"66 Royal Salinger Rd, Winnipeg, MB R2J 2N9, Canada",R2X,R2J
1262880,49.8252133,-99.9642089,"1570 Richmond Ave, Brandon, MB R7A 5C5, Canada",R7A,R7B
1262985,49.849082,-97.1171389,"45 Nichol Ave, Winnipeg, MB R2M 1V8, Canada",R3E,R2M
1263332,49.9048127,-97.1618157,"780 Bannatyne Ave, Winnipeg, MB R3E 0W2, Canada",R3T,R3E
1263380,49.8160847,-97.1507719,"2060 Pembina Hwy, Winnipeg, MB R3T 2G9, Canada",R3M,R3T
1265379,49.922428,-97.0540464,"180 Grassie Blvd, Winnipeg, MB R2G 3H5, Canada",R3R,R2G
1265384,49.922428,-97.0540464,"180 Grassie Blvd, Winnipeg, MB R2G 3H5, Canada",R3R,R2G
1265727,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1266984,49.8954221,-97.1385145,"Milner Ridge Correctional Centre, Winnipeg, MB R0E 0C0, Canada",R0E,R3B
1267698,55.7451003,-97.8509232,"Mystery Lake Rd, Thompson, MB R8N, Canada",R3J,R8N
1267770,49.5303097,-96.6912051,"20 Brandt St, Steinbach, MB R5G 1Y2, Canada",R8N,R5G
1268024,50.5648358,-96.1971513,"39 Betty St, Powerview, MB R0E 1P0, Canada",R3C,R0E
1268050,49.8904486,-97.1398543,"185 Smith St, Winnipeg, MB R3C 3G4, Canada",R2X,R3C
1268085,49.8856803,-97.1492161,"Eastbound Broadway at Osborne East (Legislature), Winnipeg, MB R3C 1S4, Canada",R2J,R3C
1268479,49.8317381,-99.9500502,"1208 9th St, Brandon, MB R7A 6P9, Canada",R0K,R7A
1268803,49.885081,-97.119777,"198 Dollard Blvd, Winnipeg, MB R2H 0M5, Canada",R3H,R2H
1269147,49.9552817,-97.1488958,"Seven Oaks General Hospital, 2300 McPhillips St, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1269256,49.8957294,-97.2210017,"958 Ferry Rd, Winnipeg, MB R3H 0Y8, Canada",R3H,R3J
1269504,49.8954221,-97.1385145,"300 3Rd St E, Winnipeg, MB R9A 1K7, Canada",R9A,R3B
1269566,53.8254947,-101.2427088,"346 Grace Lake Rd, The Pas, MB R0B 2J0, Canada",R3H,R9A
1269581,53.8254947,-101.2427088,"346 Grace Lake Rd, The Pas, MB R0B 2J0, Canada",R3L,R9A
1269616,49.8664367,-97.2092835,"1975 Corydon Ave, Winnipeg, MB R3P 0R1, Canada",R3R,R3P
