Forward_Sortation_Area,confirmationNo,Latitude,Longitude,formattedAddress,postalCode,supportDescription,riskType,submittedDate,startDate,endDate,owner,contractor,compName,Vermiculite,Piping,Drywall,Insulation,Tiling,Floor_Tiles,Ceiling_Tiles,Ducting,Plaster,Stucco_Stipple,Fittings,startYear
R2P,1203397,49.9549941,-97.1778771,"444 Adsum Drive, Winnipeg, MB R3C 2K5, Canada",R3C 2K5, drywall compound in ceiling (update: pcn added for additional type 1 work required immediately  Till Feb 9/18), Type III,Unavailable,2017-11-25 0:00,2017-12-20 0:00,marrbeck, kepsco , pinchin ,0,0,1,0,0,0,0,0,0,0,0,2017
R7A,1203400,49.8400793,-99.9364735,"150 McTavish Avenue East, Brandon, MB R7A 2B3, Canada",R7A 2B3, Removal of ceiling plaster containing asbestos from the hydrotherapy room of the Brandon Regional Health Centre, Type III,Unavailable,2017-11-27 0:00,2017-12-04 0:00,Horizon Builders, Power Vac, Pinchin Ltd.,0,0,0,0,0,0,0,0,1,0,0,2017
R0B,1203525,56.3493858,-94.7056244,"Kettle Dam, Gillam, MB R0B 0L0, Canada",R0B 0L0, Removal of Stator inside hording inside building , Type III,Unavailable,2017-11-27 0:00,2018-02-28 0:00,Total Demolition, Total Demolition, Manitoba Hydro ,0,0,0,0,0,0,0,0,0,0,0,2017
R3T,1203540,49.8067457,-97.1526439,"2340 Pembina Highway, Winnipeg, MB R3T 2E8, Canada",R3T 2E8, Type 2 sheet vinyl flooring removal, Type II,Unavailable,2017-11-27 0:00,2017-12-01 0:00,Westland Construction, Western Waste Mgmt., Prairie Environmental,0,0,0,0,0,1,0,0,0,0,0,2017
R3K,1203580,49.881236,-97.309774,"3586 Portage Avenue, Winnipeg, MB R3K 0Z8, Canada",R3K 0Z8, Modified type ll Outdoor removal of Tar paper-gray felt, Type II,Unavailable,2017-11-27 0:00,2017-12-29 0:00,Bockstael Construction, Rakowski Cartage, Prairie Environmental,0,0,0,0,0,0,0,0,0,0,0,2017
R3N,1203582,49.8731989,-97.205318,"145 Kenaston Boulevard, Winnipeg, MB R3N 1S6, Canada",R3N 1S6, glove bag work on insulated pipes in a residential basement, Type II,Unavailable,2017-11-30 0:00,2017-11-30 0:00,Shabi Michaeli, Rakowski Cartage Wrecking, Prairie Environmental,0,1,0,1,0,0,0,0,0,0,0,2017
R3T,1203608,49.8074941,-97.1386118,"406 University Crescent, Winnipeg, MB R3T 2N2, Canada",R3T 2N2, Cleaning of ceiling space to remove all suspect debris and ACM parging on elbows, Type II,Unavailable,2017-12-04 0:00,2017-12-08 0:00,University of Manitoba, Western Waste, Tesseract,0,0,0,0,0,0,0,0,0,0,0,2017
R3L,1203651,49.8787254,-97.152558,"246 Roslyn Road #603, Winnipeg, MB R3L 0H2, Canada",R3L 0H2, Removal of upper portion of drywall from non-load bearing partition walls to create open concept kitchen , Type II,Unavailable,2017-11-29 0:00,2017-11-29 0:00,Kristin Struermer, REVISION CONTRACTORS, Murray Walker,0,0,1,0,0,0,0,0,0,0,0,2017
R2K,1203737,49.9169603,-97.0755707,"845 Concordia Avenue, Winnipeg, MB R2K 2M6, Canada",R2K 2M6, Type 2 glove bagging of asbestos containing pipe insulation, Type II,Unavailable,2017-11-28 0:00,2017-11-28 0:00,River East Trans School Div, Western Waste Mgmt., N/A,0,1,0,1,0,0,0,0,0,0,0,2017
R3J,1203782,49.8769788,-97.2401794,"2187 Portage Avenue #17, Winnipeg, MB R3J 0L8, Canada",R3J 0L8, Remove the asbestos tile from the kitchen and bathroom, Type II,Unavailable,2017-11-27 0:00,2017-11-27 0:00,Globe Property Management, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,1,0,0,0,0,0,0,2017
R0K,1203828,49.806002,-99.639624,"L110, Shilo, MB R0K 2A0, Canada",R0K 2A0, Glovebag removal of asbestos pipe insulation in Building L110 CFB Shilo, Other,Unavailable,2017-12-01 0:00,2017-12-01 0:00,Government of Canada, Power Vac, Pinchin Ltd.,0,1,0,1,0,0,0,0,0,0,0,2017
R3R,1203844,49.8617097,-97.3036408,"6115 Roblin Boulevard, Winnipeg, MB R3R 0H5, Canada",R3R 0H5, EMERGENCY - due to wet and affected drywall - One wall to remove drywall as type 2 that has tested positive for asbestos in the DJC, Type II,Unavailable,2017-11-27 0:00,2017-11-27 0:00,Markov Kiril, Priority Restoration, N/A,0,0,1,0,0,0,0,0,0,0,0,2017
R0K,1203859,49.8071996,-99.6526375,"31 38 47 #69, Shilo, MB R0K 2A0, Canada",R0K 2A0, complete removal of drywall on five 5 PMQs including basement- main floor- second floor Removal of vermiculite in attic space and chimney chase, Type III,Unavailable,2017-11-30 0:00,2018-01-26 0:00,Premier Commercial Builders Ltd., Restoration Manitoba, Pinchin,1,0,1,0,0,0,0,0,0,0,0,2017
R2K,1203864,49.9068634,-97.0748876,"428 Keenleyside Street #3, Winnipeg, MB R2K 4A1, Canada",R2K 4A1, Removing tun surround tile and drywall - asbestos in drywall joint compound - Rush Job has tiles have fallen off and tenants dont have usable shower and water has caused damage to surrounding walls and floors  , Type II,Unavailable,2017-11-27 0:00,2017-11-27 0:00,Shelter Canada Properties, Taurcan Inc , Pinchin ,0,0,1,0,1,0,0,0,0,0,0,2017
R2K,1203926,49.9152021,-97.0676438,"735 Louelda Street #4, Winnipeg, MB R2K 3V2, Canada",R2K 3V2, Remove  drywall at exterior wall under window  approx 3 x 4, Type II,Unavailable,2017-11-24 0:00,2017-11-28 0:00,Priority Restoration, Priority Restoration, N/A,0,0,1,0,0,0,0,0,0,0,0,2017
R2Y,1204078,49.8965739,-97.2822679,"122 Quail Street, Winnipeg, MB R2Y 2E9, Canada",R2Y 2E9, Level 2 ACM abatement of the lower 2 feet of drywall in select areas of the mechanical and laundry room and a Level 1 ACM abatement of floor tile in the mechanical room, Type II,Unavailable,2017-11-30 0:00,2017-11-30 0:00,Winnipeg Building and Decorating, Winnipeg Building and Decorating, MWI Consultants,0,0,1,0,1,0,0,0,0,0,0,2017
R3T,1204097,49.8107038,-97.1345947,"U Of M, Allen Physics Building, Sifton Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2, floor tiles ceiling tiles mechanical insulation, Type II,Unavailable,2017-12-04 0:00,2017-12-15 0:00,Ellis Don Corporation, Western Waste Management Ltd., Tesseract,0,0,0,1,1,1,1,0,0,0,0,2017
R3N,1204111,49.8725153,-97.1861331,"182 Queenston Street, Winnipeg, MB R3N 0W7, Canada",R3N 0W7, Safe removal of pipe insulation and vermiculite from the attic, Type III,Unavailable,2017-12-02 0:00,2017-12-05 0:00,Sovereign Construction Ltd., Sovereign Construction Ltd., AMEC FW,1,1,0,1,0,0,0,0,0,0,0,2017
R3A,1204171,49.9043588,-97.1521773,"587 Elgin Avenue, Winnipeg, MB R3A 0L2, Canada",R3A 0L2, EMERGENCY-need to be completed as soon as possible as it is water damaged due to prevent mould - Remove affected drywall as type 2 in small room and asbestos paper wrap on ducting- Asbestos wrapped duct is exposed completely but will be wrapped and in-cased with the duct and disposed of as asbestos waste - Type 2 and 1 protocols to be followed with PPE in a vacant home, Type II,Unavailable,2017-11-30 0:00,2017-12-01 0:00,Kinew Housing, Priority Restoration, N/A,0,0,1,0,0,0,0,1,0,0,0,2017
R7N,1204245,51.1576007,-100.0501425,"411 Davidson Avenue West, Dauphin, MB R7N 0E6, Canada",R7N 0E6, Removal of asbestos containing drywall from main floor bathroom and basement bathroom and basement storage room, Type III,Unavailable,2017-12-04 0:00,2017-12-07 0:00,Sue Lucas, Power Vac, Pinchin Ltd.,0,0,1,0,0,0,0,0,0,0,0,2017
R3T,1204261,49.7823059,-97.1468989,"10 Grimston Road, Winnipeg, MB R3T 3T3, Canada",R3T 3T3, Removal of all drywall joint compound throughout , Type III,Unavailable,2017-12-04 0:00,2017-12-15 0:00,204 Property Restoration Services, Associated Environmental Services, MWI Consultants,0,0,1,0,0,0,0,0,0,0,0,2017
R2C,1204304,49.899663,-97.0102222,"328 Whittier Avenue West, Winnipeg, MB R3B 1J1, Canada",R3B 1J1, abatement of mould impacted drywall plywood and OSB wood, Type III,Unavailable,2017-12-05 0:00,2017-12-13 0:00,City of Winnipeg, Power Vac Services, pinchin ,0,0,1,0,0,0,0,0,0,0,0,2017
R3C,1204496,49.8902853,-97.1470575,"233 Kennedy Street, Winnipeg, MB R3C 1T1, Canada",R3C 1T1, Type 3 Drywall removal occupied building however the floor is empty on the 9th floor where the abatement will occur daily air monitoring will commence until abatement is concluded, Type III,Unavailable,2017-12-06 0:00,2018-12-12 0:00,Pre Con Builders, Smashers Demolition Inc., Prarie Environmental,0,0,1,0,0,0,0,0,0,0,0,2017
R3G,1204531,49.8917117,-97.1989671,"842 Milt Stegall Drive, Winnipeg, MB R3G 3L4, Canada",R3G 3L4, Emergency type 2 glove bag of burst water line, Type II,Unavailable,2017-11-02 0:00,2017-11-02 0:00,Manitoba Liqour and Lottiers, Western Waste Mgmt., Pinchin,0,0,0,0,0,0,0,0,0,0,0,2017
R3K,1204533,49.8798802,-97.2880541,"525 Banting Drive, Winnipeg, MB R3K 1C6, Canada",R3K 1C6, Emergency type 2 glove bag from fire station hot water tank that has burst, Type II,Unavailable,2017-11-02 0:00,2017-11-02 0:00,City of Winnipeg, Western Waste Mgmt., Pinchin,0,0,0,0,0,0,0,0,0,0,0,2017
R7N,1204547,51.1514381,-100.0473703,"Highways Maintance Yard, Dauphin, MB R7N 3B3, Canada",R7N 3B3, Removal and disposal of asbestos containing flooring and window caulking in a atco trailer before it can be disposed of, Type II,Unavailable,2017-12-04 0:00,2017-12-05 0:00,Sheri Assenmacher, Paragon Industries, MWI Consulting,0,0,0,0,0,0,0,0,0,0,0,2017
R0L,1204550,52.1063497,-101.2631488,"Highways Maintance Yardr, Swan River, MB R7N 3B3, Canada",R7N 3B3, Removal and disposal of asbestos containing flooring and window caulking in an atco trailer before it can be disposed of, Type II,Unavailable,2017-12-05 0:00,2017-12-06 0:00,Sheri Assenmacher, Paragon Industries, MWI Consulting,0,0,0,0,0,0,0,0,0,0,0,2017
R0L,1204553,52.683956,-101.110293,"Highways Maintance Yard, Mafeking, MB R0L 1Z0, Canada",R0L 1Z0, Removal and disposal of asbestos containing flooring and window caulking in two atco trailers before it can be disposed of, Type II,Unavailable,2017-12-06 0:00,2017-12-07 0:00,Sheri Assenmacher, Paragon Industries, MWI Consulting,0,0,0,0,0,0,0,0,0,0,0,2017
R3B,1204559,49.8960149,-97.1380462,"1 Lombard Avenue, Winnipeg, MB R3B 0X3, Canada",R3B 0X3, Remove Ceiling Tiles From Concourse Level Corridor, Type II,Unavailable,2017-12-05 0:00,2017-12-05 0:00,Richardson Centre, Western Waste Management Ltd., Pinchin ltd.,0,0,0,0,1,0,1,0,0,0,0,2017
R7A,1204561,49.846325,-99.891426,"3305 Victoria Avenue East, Brandon, MB R7A 7J8, Canada",R7A 7J8, Basic glove bag removal should be completed in one day area monitor will be set up by station lab staff trained in fibre monitoring , Type II,Unavailable,2017-12-05 0:00,2017-12-06 0:00,Manitoba Hydro Brandon Gen. Station, Manitoba Hydro, MANITOBA HYDRO,0,0,0,0,0,0,0,0,0,0,0,2017
R3L,1204641,49.8807679,-97.1364366,"227 Stradbrook Avenue, Winnipeg, MB R3L 0J3, Canada",R3L 0J3, Type 2 glove bag of asbestos containing pipe insulation, Type II,Unavailable,2017-11-07 0:00,2017-11-15 0:00,Akman Construction, Western Waste Mgmt., N/A,0,1,0,1,0,0,0,0,0,0,0,2017
R3T,1204770,49.804644,-97.1369681,"13 Freedman Crescent, Winnipeg, MB R3T 2N2, Canada",R3T 2N2, Glove bag parging on plumbing fittings, Type II,Unavailable,2017-12-05 0:00,2017-12-08 0:00,University of Manitoba, Western Waste, Tesseract,0,0,0,0,0,0,0,0,0,0,1,2017
R2G,1204776,49.9404005,-97.0852417,"279 Edison Avenue #5, Winnipeg, MB R2G 0L5, Canada",R2G 0L5, Remove asbestos tile under the hallway carpets, Type II,Unavailable,2017-12-05 0:00,2017-12-05 0:00,Globe Property Management, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,1,0,0,0,0,0,0,2017
R3L,1204793,49.8687177,-97.1234539,"One Morley Avenue, Winnipeg, MB R3L 2P4, Canada",R3L 2P4, Mechanical insulation, Type III,Unavailable,2017-12-07 0:00,2017-12-08 0:00,Bockstael Construction, Western Waste Management Ltd., Amec Foster Wheeler,0,0,0,1,0,0,0,0,0,0,0,2017
R3L,1204797,49.8567594,-97.1318073,"512 Montague Avenue, Winnipeg, MB R3L 1T7, Canada",R3L 1T7, Remove Vermiculite, Type III,Unavailable,2017-12-04 0:00,2017-12-06 0:00,Ryan Pollard, True North Waste Management Ltd., Prairie Environmental,1,0,0,0,0,0,0,0,0,0,0,2017
R2M,1204802,49.830897,-97.0875032,"629 Saint Anne's Road #80, Winnipeg, MB R2M 5A3, Canada",R2M 5A3, Removal of 48sq feet drywall EMERGENCY, Type II,Unavailable,2017-12-04 0:00,2017-12-05 0:00,Manitoba Housing,power vav, Tesseract ,0,0,1,0,0,0,0,0,0,0,0,2017
R2H,1205019,49.8911112,-97.1160466,"585 Saint Jean Baptiste Street, Winnipeg, MB R0A 1R1, Canada",R0A 1R1, remove and dispose of asbestos containing pipe insulation following glovebag and type 2 abatement procedures   rush job as steam lines are leaking , Type II,Unavailable,2017-12-06 0:00,2017-12-08 0:00,division scolaire franco manitobain, Powervac Services, Pinchin ltd,0,1,0,1,0,0,0,0,0,0,0,2017
R3J,1205082,49.8785925,-97.2726993,"2727 Portage Avenue, Winnipeg, MB R3V 1A2, Canada",R3V 1A2, Removal of tub tile surrounds with drywall compound suspected of containing asbestos, Type II,Unavailable,2017-12-08 0:00,2017-12-15 0:00,Globe Property Management, Maxim Home Improvements Ltd., MWI Consulting,0,0,1,0,1,0,0,0,0,0,0,2017
R3T,1205103,49.8031024,-97.1378392,"641 Grierson Avenue, Winnipeg, MB R3T 2S3, Canada",R3T 2S3, Location sustained a fire and water damage from firefighters  As a result ACM drywall and plaster must be removed in the kitchen and living room  We intent to begin building chambers December 5th-6th and abatement should begin on December 7th - 11th  We are requesting permission to proceed ahead of the 5 day notice  Please advise if you have any questions or concerns  Thanks, Type III,Unavailable,2017-12-07 0:00,2017-12-11 0:00,Asif Hayat, Priority Restoration, Pinchin,0,0,1,0,0,0,0,0,1,0,0,2017
R2R,1205352,49.9404773,-97.227765,"489 Oak Point Highway, Winnipeg, MB R2R 1V2, Canada",R2R 1V2, Emergency work from a private client    in the workers lunch room plumber has tried to work on the walls behind vending machine and vermiculite from the attic fell through the wall cavities    plumbers has sealed the area and has left   we received a call for an emergency clean up   client wanted air quality test before and after which is arranged with PINCHIN      the abatement will be type two and will be less than 3 hours to work, Type II,Unavailable,2017-12-06 0:00,2017-12-06 0:00,PRIORITY RESTORATION, PRIORITY RESTORATION, PINCHIN ,1,0,0,0,0,0,0,0,0,0,0,2017
R2W,1205402,49.9203784,-97.1497492,"650 Burrows Avenue, Winnipeg, MB R2W 2A8, Canada",R2W 2A8, Mechanical Insulation  Type 2 glove bag, Type II,Unavailable,2017-12-11 0:00,2018-01-19 0:00,Regent Construction Inc., western Waste Management Ltd., Pinchin Ltd.,0,0,0,1,0,0,0,0,0,0,0,2017
R3J,1205430,49.9041908,-97.2573756,"2450 Saskatchewan Avenue, Winnipeg, MB R3J 3Y9, Canada",R3J 3Y9, Emergency Boiler is down and need to be up and running    Remove the asbestos containing insulation   Glovebag the pipe insulation from the top of the boiler to the hanger, Type II,Unavailable,2017-12-06 0:00,2017-12-08 0:00,Randall Plumbing and Heating, Advance Robotic Duct Cleaning, Customer Discretion,0,1,0,1,0,0,0,0,0,0,0,2017
R3B,1205530,49.8958095,-97.1581379,"573 Sherbrook Street, Winnipeg, MB R3B 2W9, Canada",R3B 2W9, Emergency - Steamline is leaking- Glovebag the asbestos pipe insulation from the leaking steam pipe , Type II,Unavailable,2017-12-07 0:00,2017-12-08 0:00,Onyx Property Management, Advance Robotic Duct Cleaning, Customer Discretion,0,1,0,1,0,0,0,0,0,0,0,2017
R3R,1205540,49.862233,-97.2709909,"348 Oakdale Drive, Winnipeg, MB R3R 0Z8, Canada",R3R 0Z8, ACM flooring and ACM stucco, Type III,Unavailable,2017-12-14 0:00,2017-12-15 0:00,Raj Kulathungam, Breathe Easy Eco Solutions., HLC Consulting Ltd.,0,0,0,0,0,0,0,0,0,1,0,2017
R3J,1205563,49.8746729,-97.2578298,"2510 Portage Avenue, Winnipeg, MB R3J 0N9, Canada",R3J 0N9, Removal of tub tile surround and wainscotting with drywall compound suspected of containing asbestos, Type II,Unavailable,2017-12-11 0:00,2017-12-15 0:00,Globe Property Management, Maxim Home Improvements Ltd., MWI Consultants,0,0,1,0,1,0,0,0,0,0,0,2017
R3G,1205640,49.8842733,-97.1836132,"1181 Portage Avenue, Winnipeg, MB R1A 2B5, Canada",R1A 2B5, Floor Tile Removal and 4 elbows, Type II,Unavailable,2017-12-15 0:00,2017-12-16 0:00,Manioba Finance, Power Vac Services, Tesseract ,0,0,0,0,1,0,0,0,0,0,0,2017
R3T,1205667,49.8111006,-97.1302469,"220 Dysart Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2, EMERGENCY glove bag in wall cavity for elbow parging, Type II,Unavailable,2017-12-06 0:00,2017-12-08 0:00,University of Manitoba, Western Waste, Tesseract,0,0,0,0,0,0,0,0,0,0,0,2017
R7A,1205669,49.8455452,-99.9629948,"270 18th Street, Brandon, MB R7A 6A9, Canada",R7A 6A9, Removal of approx 256 square feet of floor tile from room 331 Brodie Building at Brandon University , Type I,Unavailable,2017-12-11 0:00,2017-12-11 0:00,Brandon University, Power Vac, Pinchin Ltd.,0,0,0,0,1,0,0,0,0,0,0,2017
R3C,1205689,49.8847196,-97.1412015,"15 Carlton Street #105, Winnipeg, MB R3C 1N7, Canada",R3C 1N7, Remove asbestos tiles, Type II,Unavailable,2017-12-11 0:00,2017-12-12 0:00,Globe Property Management, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,1,0,0,0,0,0,0,2017
R7A,1205721,49.8403375,-99.9181122,"Acc East, Room 261, Brandon, MB R7A 2A9, Canada",R7A 2A9, Remove the asbestos from the two roof drains, Type II,Unavailable,2017-12-11 0:00,2017-12-12 0:00,Manitoba Infrastructure and Trans, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,0,0,0,0,0,0,0,2017
R3J,1205738,49.89567,-97.21845,"900 Ferry Road, Winnipeg, MB R3H 0Y8, Canada",R3H 0Y8, Glove Bag Pipe Insulation app 75 feet, Type II,Unavailable,2017-12-11 0:00,2017-12-12 0:00,Royal Aviation Museum, R.C.W. Environmental Ltd., Prairie Environmental,0,1,0,1,0,0,0,0,0,0,0,2017
R2J,1205743,49.8817595,-97.0716559,"875 Lagimodiere Boulevard, Winnipeg, MB R2J 4A8, Canada",R2J 4A8, EMERGENCY WORK FOR PREVENTIVE MEASURES NOT TO DISRUPT SERVICE, Type III,Unavailable,2017-12-07 0:00,2017-12-12 0:00,Nelson river Construction, Western Waste Management Ltd., Pinchin Ltd.,0,0,0,0,0,0,0,0,0,0,0,2017
R2W,1205760,49.9156286,-97.1297297,"165 Aberdeen Avenue, Winnipeg, MB R3M 3S1, Canada",R3M 3S1, joint compound   flooring    filters for air handler , Other,Unavailable,2017-12-07 0:00,2017-12-20 0:00,bockstael, kepsco , amec ,0,0,0,0,0,0,0,0,0,0,0,2017
R2K,1205807,49.9072549,-97.074487,"436 Keenleyside Street #3, Winnipeg, MB R2K 4A1, Canada",R2K 4A1, Removal of tub surround tile and drywall - asbestos in drywall joint compound - rush job as tenant can use shower , Type II,Unavailable,2017-12-11 0:00,2017-12-11 0:00,Shelter Canada Properties, Taurcan Inc , Pinchin ,0,0,1,0,1,0,0,0,0,0,0,2017
R3G,1205815,49.8842733,-97.1836132,"1181 Portage Avenue, Winnipeg, MB R3G 0T3, Canada",R3G 0T3, Removal of a strip of drywall from around the frame of a doorway, Type II,Unavailable,2017-12-09 0:00,2017-12-17 0:00,Darryl Heaton, Paragon Industries, MWI Consulting,0,0,1,0,0,0,0,0,0,0,0,2017
R3C,1205821,49.8918888,-97.1376973,"207 Fort Street, Winnipeg, MB R3C 1E2, Canada",R3C 1E2, Level 3 ACM Abatement of water damaged pipe wrap from flood damage event DOP certified neg air system to be vented to the interior of the building due to security issues, Type III,Unavailable,2017-12-12 0:00,2017-12-27 0:00,Winnipeg Building and Decorating, Winnipeg Building and Decorating, Pinchin,0,1,0,0,0,0,0,0,0,0,0,2017
R3P,1205831,49.8643636,-97.2283472,"406 Bower Boulevard, Winnipeg, MB R3P 0L5, Canada",R3P 0L5, Type 3 plaster ceiling removal, Type III,Unavailable,2017-12-12 0:00,2017-12-15 0:00,Garnet Construction, Western Waste Mgmt., Prairie Enivronmental,0,0,0,0,0,0,0,0,1,0,0,2017
R3T,1205832,49.8067457,-97.1526439,"2340 Pembina Highway, Winnipeg, MB R3T 2E8, Canada",R3T 2E8, Type 2 sheet vinyl flooring removal, Type II,Unavailable,2017-12-15 0:00,2017-12-17 0:00,Westland Construction, Western Waste Mgmt., Prairie Environmental,0,0,0,0,0,1,0,0,0,0,0,2017
R3L,1205844,49.8846796,-97.1340987,"115 Mayfair Avenue A02, Winnipeg, MB R3L 0A1, Canada",R3L 0A1, Remove the tile and backer from tub enclosure, Type II,Unavailable,2017-12-18 0:00,2017-12-18 0:00,Broadway Construction, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,1,0,0,0,0,0,0,2017
R3L,1205873,49.8795581,-97.1403825,"333 Stradbrook Avenue #608, Winnipeg, MB R3L 0J5, Canada",R3L 0J5, Emergency Water Leak and cracked bowed tiles Remove the tile and backer from the tub enclosure, Type II,Unavailable,2017-12-08 0:00,2017-12-08 0:00,Broadway Construction, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,1,0,0,0,0,0,0,2017
R2W,1205874,49.9280579,-97.1233782,"1483 Main Street, Winnipeg, MB R2W 3V9, Canada",R2W 3V9, Remove asbestos flooring on second floor  Remove plaster in boiler room Remove stucco from the outside of the building , Type III,Unavailable,2017-12-11 0:00,2017-12-22 0:00,Tenderloin Meat and Sausage, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,0,0,0,0,1,1,0,2017
R2W,1205885,49.9185181,-97.1386853,"418 Aberdeen Avenue, Winnipeg, MB R2W 1V7, Canada",R2W 1V7, Removal of plaster from walls, Type III,Unavailable,2017-12-13 0:00,2017-12-22 0:00,River City Inspection Environmental, River City Inspection Environmental, MWI Consultants,0,0,0,0,0,0,0,0,1,0,0,2017
R3N,1205894,49.8767895,-97.1813874,"1034 Wellington Crescent, Winnipeg, MB R3M 0E1, Canada",R3M 0E1, Remove the asbestos containing brow streaked VFT in the basement   all smooth and textured plaster throughout the home  All mechanical throughout the basement with air cell insulation and parging cement fittings   , Type III,Unavailable,2017-12-12 0:00,2017-12-26 0:00,Creative Spaces, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,1,0,0,0,0,1,0,1,2017
R3T,1205898,49.8120429,-97.1395605,"U Of M Allen Bldg. Room, 247 Sifton Road, Winnipeg, MB R3T 2N2, Canada",R3T 2N2, Mechanical Insulation, Type II,Unavailable,2017-12-11 0:00,2017-12-11 0:00,Hedman Construction Ltd., Western Waste Management ltd., Tesseract,0,0,0,1,0,0,0,0,0,0,0,2017
R3E,1205960,49.9084974,-97.1828986,"1270 Notre Dame Avenue, Winnipeg, MB R3E 0P3, Canada",R3E 0P3, approx 12 instances of assorted ACM as identified in their Asbestos Inventory  Planning in progress for a possibility of this work being Type 2 removal, Type II,Unavailable,2017-12-12 0:00,2017-12-12 0:00,Doug Ennis - U-Haul, Breathe Easy Eco Solutions., HLC Consulting Ltd.,0,0,0,0,0,0,0,0,0,0,0,2017
R3C,1206021,49.8882437,-97.1471224,"401 York Avenue, Winnipeg, MB R3C 0P8, Canada",R3C 0P8, We will be doing asbestos abatement on a number of columns as part of the flood restoration project  Exact numbers and locations will be decided by the general contractor once we are on site  Paragon Industries will update the notice as more information is received, Type III,Unavailable,2017-12-14 0:00,2017-12-22 0:00,Gardon Construction, Paragon Industries, MWI Consulting,0,0,0,0,0,0,0,0,0,0,0,2017
R3H,1206022,49.8964401,-97.2099958,"660 Berry Street, Winnipeg, MB R3C 2S4, Canada",R3C 2S4, Emergency pipe insulation removal - No heat in offices, Type II,Unavailable,2017-12-09 0:00,2017-12-10 0:00,Magellan Aerospace, Power Vac Services, Tesseract ,0,1,0,1,0,0,0,0,0,0,0,2017
R3J,1206024,49.8852967,-97.2587158,"2300 Ness Avenue, Winnipeg, MB R3J 1A2, Canada",R3J 1A2, Type 3 removal of a stipple coated ceiling in a unit, Type III,Unavailable,2017-12-11 0:00,2017-12-15 0:00,Bockstael Construction, Paragon Industries, MWI Consulting,0,0,0,0,0,0,0,0,0,1,0,2017
R2R,1206025,49.9183004,-97.2119707,"2055 Notre Dame Avenue C512, Winnipeg, MB R3H 0J9, Canada",R3H 0J9, Glove bag removal of pipe insulation in C mechanical room sub basement, Type II,Unavailable,2017-12-16 0:00,2017-12-16 0:00,Red River College, Power Vac Services, Tesseract ,0,1,0,1,0,0,0,0,0,0,0,2017
R2R,1206042,49.9324439,-97.2103915,"70 Hunt Avenue, Winnipeg, MB R2R 1M3, Canada",R2R 1M3, Drywall joint compound  Ceiling stipple , Type II,Unavailable,2017-12-11 0:00,2017-12-15 0:00,Two O Four Restoration Services, 204 Restoration Services, MWI Consultants ,0,0,1,0,0,0,0,0,0,1,0,2017
R3T,1206210,49.7987455,-97.1346133,"633 Patricia Avenue, Winnipeg, MB R3T 3A8, Canada",R3T 3A8, Remove asbestos transite board off the sink wall 2nd floor boys and girls washroom, Type II,Unavailable,2017-12-28 0:00,2017-12-29 0:00,Pembina Trails School Division, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,0,0,0,0,0,0,0,2017
R0K,1206212,49.1842225,-99.6722284,"417 King Avenue, Killarney, MB R0K 1G0, Canada",R0K 1G0, Type 2 Removal of drywall from small bulkhead in classroom and Type 1 removal of floor tile from janitors room in Killarney School, Type II,Unavailable,2017-12-18 0:00,2017-12-19 0:00,CWTwo Construction, Power Vac, Pinchin Ltd.,0,0,1,0,1,0,0,0,0,0,0,2017
R2Y,1206261,49.897536,-97.2851982,"72 Quail Ridge Road #1013, Winnipeg, MB R2Y 2E9, Canada",R2Y 2E9, Emergency type 2 drywall removal water leaking from suite above, Type II,Unavailable,2017-12-12 0:00,2017-12-14 0:00,Revision Construction, Western Waste Mgmt., Prairie Environmental,0,0,1,0,0,0,0,0,0,0,0,2017
R2X,1206293,49.942499,-97.168207,"1315 Inkster Boulevard, Winnipeg, MB R2X 1P6, Canada",R2X 1P6, Remove all asbestos from production area  , Type III,Unavailable,2017-12-16 0:00,2017-12-31 0:00,Ernst Hansch Construction Ltd, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,0,0,0,1,0,0,0,2017
R2K,1206352,49.9138098,-97.0619441,"1133 Kimberly Avenue #201, Winnipeg, MB R2K 3G6, Canada",R2K 3G6, Remove the backer form the tub enclosure, Type II,Unavailable,2017-01-02 0:00,2018-01-03 0:00,Broadwa Construction, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,0,0,0,0,0,0,0,2017
R3C,1206425,49.8847196,-97.1412015,"15 Carlton Street #805, Winnipeg, MB R3C 1N7, Canada",R3C 1N7, Remove asbestos tiles in the kitchen and hallway area, Type II,Unavailable,2017-12-18 0:00,2017-12-18 0:00,Globe Property Management, Advance Robotic Duct Cleaning, Customer Discretion,0,0,0,0,1,0,0,0,0,0,0,2017
